logPriorICSE,-0.35667494393873245,logPriorVLDB,-1.2039728043259361
Word,Count,CountICSE,CountVLDB,CountDocICSE,CountDocVLDB,logCondProbICSE,logCondProbVLDB
Achievement,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Achievements,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Achieving,7,5,2,5,2,-10.361281529750313,-10.24005502271772
AcmeStudio,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Acquisition,3,2,1,2,1,-11.054428710310258,-10.645520130825885
Across,3,0,3,0,3,-12.153040998978367,-9.95237295026594
Action,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Actionable,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Actions,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Activation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Active,33,12,21,12,21,-9.588091641516831,-8.247624858027514
Actively,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Activities,6,5,1,5,1,-10.361281529750313,-10.645520130825885
Activity,10,7,3,7,3,-10.073599457298531,-9.95237295026594
Actuarial,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Actuated,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Actuation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Actuator,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Acupuncture,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ad,3,3,0,3,0,-10.766746637858477,-11.33866731138583
AdHoc,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Ada,7,6,1,6,1,-10.207130849923054,-10.645520130825885
AdaBoost,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Adaboost,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adage,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adams,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Adaptable,6,1,5,1,5,-11.459893818418422,-9.546907842157774
Adaptation,19,19,0,19,0,-9.157308725424377,-11.33866731138583
Adapter,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adapting,6,5,1,5,1,-10.361281529750313,-10.645520130825885
Adaption,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adaptive,68,35,33,35,33,-8.569522060522258,-7.812306786769668
Adaptively,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Adaptivity,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Add,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adder,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adding,8,7,1,7,1,-10.073599457298531,-10.645520130825885
Additive,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Address,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Addressable,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Addressing,4,4,0,4,0,-10.543603086544268,-11.33866731138583
Adequacy,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Adhesion,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adhoc,3,1,2,1,2,-11.459893818418422,-10.24005502271772
Adiba,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Adibi,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Adjoint,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adjustable,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Adjusting,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Adjustment,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Administration,3,2,1,2,1,-11.054428710310258,-10.645520130825885
Administrative,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Adopera,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adopting,4,4,0,4,0,-10.543603086544268,-11.33866731138583
Adoption,2,2,0,2,0,-11.054428710310258,-11.33866731138583
AdoptionCentric,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adoptioncentric,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adoptions,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Advance,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Advanced,22,13,9,13,9,-9.513983669363109,-9.036082218391783
Advancement,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Advances,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Advancing,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Advantage,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Advantages,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Adversarialknowledge,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Advisor,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Aeronautics,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aerospace,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aesthetic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aether,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Affect,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Affected,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Affecting,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Affinity,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Affordable,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Africa,2,2,0,2,0,-11.054428710310258,-11.33866731138583
African,3,3,0,3,0,-10.766746637858477,-11.33866731138583
After,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Afterlife,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ag,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AgFlow,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Agarwood,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Age,4,3,1,3,1,-10.766746637858477,-10.645520130825885
Agencies,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Agenda,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Agendas,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Agent,13,13,0,13,0,-9.513983669363109,-11.33866731138583
AgentBased,5,5,0,5,0,-10.361281529750313,-11.33866731138583
AgentOriented,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Agentbased,5,4,1,4,1,-10.543603086544268,-10.645520130825885
Agentoriented,4,4,0,4,0,-10.543603086544268,-11.33866731138583
Agents,6,6,0,6,0,-10.207130849923054,-11.33866731138583
Aggregate,9,1,8,1,8,-11.459893818418422,-9.14144273404961
AggregateQuery,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Aggregated,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aggregates,9,0,9,0,9,-12.153040998978367,-9.036082218391783
Aggregating,3,1,2,1,2,-11.459893818418422,-10.24005502271772
Aggregation,9,1,8,1,7,-11.459893818418422,-9.14144273404961
Aggressive,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Agile,18,18,0,18,0,-9.208602019811927,-11.33866731138583
AgileDeveloped,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Agility,4,4,0,4,0,-10.543603086544268,-11.33866731138583
Agora,1,0,1,0,1,-12.153040998978367,-10.645520130825885
AgreementMaker,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Agreements,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ahaa,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ahead,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Aid,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aided,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Aiding,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Aids,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Air,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Airborne,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Airbus,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Airconditioning,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aircraft,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ajax,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Ajaxbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ajaxifying,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Al,16,16,0,14,0,-9.319827654922152,-11.33866731138583
Al010Ga090N,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Al022Ga078AsIn022Ga078As,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Al2O3SiO2,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AlCu,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AlGaAs,2,2,0,2,0,-11.054428710310258,-11.33866731138583
AlGaNGaN,3,3,0,3,0,-10.766746637858477,-11.33866731138583
AlMole,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AlXGa1X052In048P,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Alarm,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Albatross,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Alcohol,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Alert,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Alerts,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Algebra,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Algebraic,15,6,9,6,9,-10.207130849923054,-9.036082218391783
Algebras,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Algorithm,73,54,19,54,19,-8.145707813745897,-8.342935037831838
Algorithmic,5,4,1,4,1,-10.543603086544268,-10.645520130825885
Algorithms,51,13,38,13,38,-9.513983669363109,-7.675105665256183
Alignment,6,5,1,4,1,-10.361281529750313,-10.645520130825885
All,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Allocating,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Allocation,7,3,4,3,4,-10.766746637858477,-9.729229398951729
Alloptical,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Alloy,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AlloyBased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Almost,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Alpha,1,0,1,0,1,-12.153040998978367,-10.645520130825885
AlphaSort,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Alphard,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Alternate,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Alternating,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Alternative,8,4,4,4,4,-10.543603086544268,-9.729229398951729
Alternatives,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aluminum,4,4,0,4,0,-10.543603086544268,-11.33866731138583
AlvisP2P,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Alwaysavailable,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AlxGa1xN,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Amazoncom,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Ambient,2,1,1,1,1,-11.459893818418422,-10.645520130825885
AmbientDB,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Ambiguity,2,1,1,1,1,-11.459893818418422,-10.645520130825885
America,1,0,1,0,1,-12.153040998978367,-10.645520130825885
American,4,4,0,4,0,-10.543603086544268,-11.33866731138583
Amit,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Among,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Amorphous,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Amplification,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Amplifier,5,5,0,5,0,-10.361281529750313,-11.33866731138583
Amplifiers,1,1,0,1,0,-11.459893818418422,-11.33866731138583
An,601,451,150,451,150,-6.039358819146137,-6.321387474570905
Analog,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Analogical,1,0,1,0,1,-12.153040998978367,-10.645520130825885
AnalogtoDigital,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Analogue,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Analogy,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Analyses,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Analysing,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Analysis,205,170,35,166,35,-7.011377442475708,-7.755148372929719
Analyst,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Analysta,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Analystoriented,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Analytic,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Analytical,11,6,5,6,5,-10.207130849923054,-9.546907842157774
Analytics,5,2,3,2,3,-11.054428710310258,-9.95237295026594
Analyze,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Analyzer,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Analyzing,27,24,3,24,3,-8.934165174110166,-9.95237295026594
Analyzser,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Anatomy,3,0,3,0,3,-12.153040998978367,-9.95237295026594
Ancient,1,1,0,1,0,-11.459893818418422,-11.33866731138583
And,25,16,9,14,9,-9.319827654922152,-9.036082218391783
Android,20,20,0,20,0,-9.108518561254945,-11.33866731138583
Angle,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AniPQO,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Animating,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Animation,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Anneal,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Annealing,5,5,0,5,0,-10.361281529750313,-11.33866731138583
Anneals,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Annevelink,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Annotated,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Annotation,4,2,2,2,2,-11.054428710310258,-10.24005502271772
Annotations,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Annotators,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Anodic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Anomalies,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Anomalous,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Anomaly,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Anonymity,6,1,5,1,5,-11.459893818418422,-9.546907842157774
Anonymization,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Anonymizing,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Anonymous,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Another,4,3,1,3,1,-10.766746637858477,-10.645520130825885
Answer,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Answerability,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Answering,18,2,16,2,16,-11.054428710310258,-8.505453967329613
Answers,5,0,5,0,5,-12.153040998978367,-9.546907842157774
Ant,6,6,0,6,0,-10.207130849923054,-11.33866731138583
Antenna,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Anti,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AntiPatterns,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AntiPhishing,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Antibody,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Anticaching,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Anticipatory,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Antipattern,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ants,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Any,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Anymore,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Anyone,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Anytime,3,0,3,0,3,-12.153040998978367,-9.95237295026594
Anyway,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Anywhere,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Apache,4,2,2,2,2,-11.054428710310258,-10.24005502271772
Apers,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Apex,1,1,0,1,0,-11.459893818418422,-11.33866731138583
App,2,2,0,2,0,-11.054428710310258,-11.33866731138583
AppCivist,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AppContext,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Apparel,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Applicable,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Application,90,67,23,66,23,-7.933533293802261,-8.160613481037883
ApplicationComponent,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ApplicationSpecific,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Applications,92,63,29,63,29,-7.994157915618696,-7.937469929723674
Applied,4,3,1,3,1,-10.766746637858477,-10.645520130825885
Apply,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Applying,33,29,4,29,4,-8.751843617316213,-9.729229398951729
Appraisal,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Appraisals,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Approach,145,81,64,81,64,-7.746321751714115,-7.164280041490192
Approaches,14,13,1,13,1,-9.513983669363109,-10.645520130825885
Approaching,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Approximate,26,1,25,1,25,-11.459893818418422,-8.080570773364347
Approximately,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Approximating,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Approximation,4,3,1,3,1,-10.766746637858477,-10.645520130825885
Approximations,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Apriori,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Aptitudebased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aqua,1,0,1,0,1,-12.153040998978367,-10.645520130825885
AquaLogic,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Arabic,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Arabization,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Arbitrary,3,0,3,0,3,-12.153040998978367,-9.95237295026594
ArchIS,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ArchJava,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ArchVoc,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Archery,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Archface,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Archinotes,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Architecting,18,18,0,18,0,-9.208602019811927,-11.33866731138583
Architectural,49,47,2,46,2,-8.281839988070477,-10.24005502271772
Architecture,112,91,21,89,21,-7.631252421929328,-8.247624858027514
ArchitectureBased,7,7,0,7,0,-10.073599457298531,-11.33866731138583
ArchitectureLevel,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ArchitectureStyle,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Architecturebased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Architecturecentric,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Architecturedriven,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Architectures,23,16,7,16,7,-9.319827654922152,-9.259225769705994
Architektur,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Archium,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Archival,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Archive,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Archives,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Archiving,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Are,12,9,3,9,3,-9.850455905984322,-9.95237295026594
Area,5,4,1,4,1,-10.543603086544268,-10.645520130825885
Areachanged,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Argentinas,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Argo,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Argument,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ArgusI,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ariadne,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Around,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Arrangement,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Array,5,4,1,4,1,-10.543603086544268,-10.645520130825885
Arrayed,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Arrays,4,0,4,0,4,-12.153040998978367,-9.729229398951729
Arsup,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Art,6,4,2,4,2,-10.543603086544268,-10.24005502271772
Artemis,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Articles,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Articulation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Artifacts,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Artificial,6,6,0,6,0,-10.207130849923054,-11.33866731138583
As,12,11,1,11,1,-9.668134349190368,-10.645520130825885
AsAl,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AsDepositedAsGrown,1,1,0,1,0,-11.459893818418422,-11.33866731138583
AsDroid,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Asam,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Asking,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Aspect,3,3,0,3,0,-10.766746637858477,-11.33866731138583
AspectJ,3,3,0,3,0,-10.766746637858477,-11.33866731138583
AspectOriented,12,12,0,12,0,-9.588091641516831,-11.33866731138583
Aspectoriented,5,5,0,5,0,-10.361281529750313,-11.33866731138583
Aspects,11,10,1,10,1,-9.755145726179997,-10.645520130825885
Aspectual,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Assembler,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assembling,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assembly,5,4,1,4,1,-10.543603086544268,-10.645520130825885
Assert,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assertion,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assertional,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assertionoriented,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assertions,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Assess,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assessing,19,18,1,18,1,-9.208602019811927,-10.645520130825885
Assessment,12,11,1,11,1,-9.668134349190368,-10.645520130825885
Assessments,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Assets,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Assigning,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Assignment,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assignments,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Assistant,4,2,2,2,2,-11.054428710310258,-10.24005502271772
AssistantAided,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assisted,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Assisting,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Associated,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Association,15,3,12,3,12,-10.766746637858477,-8.773717953924292
Associative,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Assumeguarantee,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Assumptions,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assurance,4,4,0,4,0,-10.543603086544268,-11.33866731138583
AssuranceA,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assure,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Assured,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Assuring,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Aster,1,0,1,0,1,-12.153040998978367,-10.645520130825885
AsterixDB,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Asymmetric,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Asynchronous,4,0,4,0,4,-12.153040998978367,-9.729229398951729
AsynchronousBased,1,0,1,0,1,-12.153040998978367,-10.645520130825885
At,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Atlas,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Atomic,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Atomicity,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Atree,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Attack,5,5,0,5,0,-10.361281529750313,-11.33866731138583
Attacks,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Attestation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Attribute,9,5,4,4,4,-10.361281529750313,-9.729229398951729
Attributes,4,3,1,3,1,-10.766746637858477,-10.645520130825885
Au,2,2,0,2,0,-11.054428710310258,-11.33866731138583
AuAg,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Auction,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Audio,3,3,0,2,0,-10.766746637858477,-11.33866731138583
Audit,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Auditing,5,1,4,1,4,-11.459893818418422,-9.729229398951729
